Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
94709-64242,WR,Keke,Keke Coutee,Coutee,0.07142857142857142,7,4000,CAR@MIA,MIA,CAR,,,,,,WR/FLEX
94709-91897,WR,Ethan,Ethan Fernea,Fernea,,,4000,IND@JAC,IND,JAC,Q,Undisclosed,,,,WR/FLEX
94709-54010,RB,Brian,Brian Hill,Hill,,,4000,SF@CLE,SF,CLE,,,,,,RB/FLEX
94709-85759,TE,Curtis,Curtis Hodges,Hodges,,,4000,WAS@ATL,WAS,ATL,Q,Illness,,,,TE/FLEX
94709-152320,RB,Tiyon,Tiyon Evans,Evans,,,4000,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-85762,RB,Eno,Eno Benjamin,Benjamin,5.93076911339393,13,4000,NO@HOU,NO,HOU,IR,Achilles,,,,RB/FLEX
94709-174853,WR,Kody,Kody Case,Case,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-136970,WR,Danny,Danny Gray,Gray,0.48000001907348633,5,4000,SF@CLE,SF,CLE,IR,Shoulder - ac joint,,,,WR/FLEX
94709-91923,WR,Kazmeir,Kazmeir Allen,Allen,,,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-87844,TE,Brady,Brady Russell,Russell,,,4000,SEA@CIN,SEA,CIN,,,,,,TE/FLEX
94709-40746,TE,Troy,Troy Fumagalli,Fumagalli,,,4000,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
94709-86826,WR,Malachi,Malachi Carter,Carter,,,4000,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-72493,WR,Trishton,Trishton Jackson,Jackson,,,4000,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
94709-55088,WR,Malik,Malik Turner,Turner,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-174907,WR,Sy,Sy Barnett,Barnett,,,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-92984,WR,Justin,Justin Marshall,Marshall,,,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-91960,WR,Chris,Chris Coleman,Coleman,,,4000,CAR@MIA,MIA,CAR,,,,,,WR/FLEX
94709-158520,WR,Daylen,Daylen Baldwin,Baldwin,3.5,1,4000,SF@CLE,CLE,SF,Q,Hamstring,,,,WR/FLEX
94709-92990,RB,Hassan,Hassan Hall,Hall,,,4000,SF@CLE,CLE,SF,,,,,,RB/FLEX
94709-90955,WR,Tyjon,Tyjon Lindsey,Lindsey,,,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-93002,RB,Calvin,Calvin Tyler Jr.,Tyler Jr.,,,4000,SEA@CIN,CIN,SEA,,,,,,RB/FLEX
94709-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,,4000,CAR@MIA,CAR,MIA,Q,Hamstring,,,,WR/FLEX
94709-56142,WR,Juwann,Juwann Winfree,Winfree,0.7333333492279053,3,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-91989,RB,Jordan,Jordan Mims,Mims,,,4000,NO@HOU,NO,HOU,,,,,,RB/FLEX
94709-93016,RB,B.J.,B.J. Baylor,Baylor,,,4000,WAS@ATL,ATL,WAS,,,,,,RB/FLEX
94709-63321,TE,Rashod,Rashod Berry,Berry,,,4000,IND@JAC,IND,JAC,IR,Suspension,,,,TE/FLEX
94709-169834,WR,Dareke,Dareke Young,Young,2.5,2,4000,SEA@CIN,SEA,CIN,IR,Groin,,,,WR/FLEX
94709-41867,RB,Jordan,Jordan Wilkins,Wilkins,2.924999952316284,4,4000,SF@CLE,CLE,SF,,,,,,RB/FLEX
94709-23435,TE,Andrew,Andrew DePaola,DePaola,,,4000,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
94709-89997,WR,Michael,Michael Woods II,Woods II,1.0833333333333333,6,4000,SF@CLE,CLE,SF,IR,Achilles,,,,WR/FLEX
94709-45964,WR,Marcus,Marcus Kemp,Kemp,1.7999999523162842,1,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-128912,WR,Mitchell,Mitchell Tinsley,Tinsley,,,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-94099,RB,Robert,Robert Burns,Burns,,,4000,MIN@CHI,CHI,MIN,,,,,,RB/FLEX
94709-141201,WR,Raleigh,Raleigh Webb,Webb,,,4000,CAR@MIA,MIA,CAR,,,,,,WR/FLEX
94709-87961,RB,Wayne,Wayne Taulapapa,Taulapapa,,,4000,SEA@CIN,SEA,CIN,,,,,,RB/FLEX
94709-64408,TE,Nick,Nick Bowers,Bowers,,,4000,CAR@MIA,MIA,CAR,,,,,,TE/FLEX
94709-92056,TE,Cal,Cal Adomitis,Adomitis,,,4000,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,,4000,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
94709-85944,WR,Kyric,Kyric McGowan,McGowan,,,4000,WAS@ATL,WAS,ATL,Q,Undisclosed,,,,WR/FLEX
94709-92093,WR,Jaelon,Jaelon Darden,Darden,0.2923076886397142,13,4000,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,,,4000,SF@CLE,CLE,SF,IR,Kneecap,,,,WR/FLEX
94709-41936,WR,Anthony,Anthony Miller,Miller,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-169937,WR,Lance,Lance McCutcheon,McCutcheon,0,2,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-30678,WR,Damiere,Damiere Byrd,Byrd,3.7749999364217124,12,4000,CAR@MIA,CAR,MIA,Q,Hamstring,,,,WR/FLEX
94709-63447,WR,Penny,Penny Hart,Hart,1.1666666666666667,3,4000,WAS@ATL,ATL,WAS,Q,Concussion,,,,WR/FLEX
94709-96224,TE,Lachlan,Lachlan Pitts,Pitts,,,4000,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
94709-41954,WR,Victor,Victor Bolden,Bolden,,,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-85994,TE,Dalton,Dalton Keene,Keene,,,4000,NO@HOU,HOU,NO,,,,,,TE/FLEX
94709-71661,WR,Tino,Tino Ellis,Ellis,,,4000,CAR@MIA,MIA,CAR,Q,Undisclosed,,,,WR/FLEX
94709-96254,TE,Nick,Nick Muse,Muse,,,4000,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
94709-12550,D,Seattle,Seattle Seahawks,Seahawks,11.75,4,3900,SEA@CIN,SEA,CIN,,,,,,DEF
94709-12529,D,Cleveland,Cleveland Browns,Browns,8,4,3800,SF@CLE,CLE,SF,,,,,,DEF
94709-12535,D,Indianapolis,Indianapolis Colts,Colts,7.2,5,3700,IND@JAC,IND,JAC,,,,,,DEF
94709-12556,D,Houston,Houston Texans,Texans,7.2,5,3700,NO@HOU,HOU,NO,,,,,,DEF
94709-12527,D,Chicago,Chicago Bears,Bears,2.6,5,3200,MIN@CHI,CHI,MIN,,,,,,DEF
94709-12553,D,Carolina,Carolina Panthers,Panthers,4.4,5,3000,CAR@MIA,CAR,MIA,,,,,,DEF
